event_code,event_year,session_code,sky,track_codition,humidity,ground_temp,circuit,track_length_m,rider_number,rider_name,team,manufacturer,front_tyre,rear_tyre,lap,lap_time,lap_s,t1_s,t2_s,t3_s,t4_s,speed
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,1,1'31.525,91.525,19.498,25.838,22.193,23.996,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,2,1'30.703,90.703,18.485,25.756,22.473,23.989,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,3,1'30.656,90.656,18.545,25.894,22.263,23.954,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,4,1'30.684,90.684,18.469,26.089,22.164,23.962,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,5,1'30.487,90.487,18.387,25.834,22.184,24.082,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,6,1'30.597,90.597,18.442,25.951,22.183,24.021,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,7,1'31.083,91.083,18.607,26.134,22.159,24.183,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,8,1'30.744,90.744,18.511,25.978,22.173,24.082,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,9,1'30.539,90.539,18.507,25.871,22.162,23.999,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,10,1'30.768,90.768,18.513,25.961,22.165,24.129,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,11,1'31.115,91.115,18.534,26.007,22.418,24.156,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,12,1'31.003,91.003,18.502,25.949,22.229,24.323,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,13,1'30.982,90.982,18.475,26.034,22.27,24.203,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,14,1'31.197,91.197,18.557,26.137,22.259,24.244,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,15,1'31.165,91.165,18.495,26.153,22.253,24.264,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,16,1'31.176,91.176,18.524,25.984,22.349,24.319,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,17,1'31.193,91.193,18.499,26.117,22.32,24.257,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,18,1'31.352,91.352,18.583,26.082,22.292,24.395,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,19,1'31.344,91.344,18.6,26.06,22.346,24.338,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,20,1'31.741,91.741,18.658,26.224,22.425,24.434,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,21,1'31.773,91.773,18.719,26.198,22.472,24.384,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,22,1'32.035,92.035,18.755,26.191,22.553,24.536,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,23,1'32.150,92.15,18.752,26.309,22.635,24.454,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,24,1'32.592,92.592,18.938,26.564,22.556,24.534,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,25,1'33.435,93.435,19.062,26.812,22.68,24.881,322.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,72,Marco BEZZECCHI,Aprilia Racing,Aprilia,Soft,Medium,26,1'34.231,94.231,19.512,26.986,22.681,25.052,312.1
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,1,1'33.400,93.4,20.226,26.586,22.463,24.125,311.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,2,1'31.235,91.235,18.712,26.12,22.356,24.047,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,3,1'30.923,90.923,18.586,26.094,22.214,24.029,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,4,1'30.893,90.893,18.556,25.995,22.236,24.106,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,5,1'30.657,90.657,18.581,25.953,22.2,23.923,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,6,1'30.914,90.914,18.568,26.15,22.15,24.046,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,7,1'31.016,91.016,18.523,26.078,22.256,24.159,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,8,1'30.986,90.986,18.557,26.043,22.229,24.157,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,9,1'31.204,91.204,18.653,26.176,22.216,24.159,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,10,1'31.622,91.622,18.748,26.35,22.261,24.263,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,11,1'30.982,90.982,18.604,26.051,22.273,24.054,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,12,1'31.108,91.108,18.578,26.061,22.207,24.262,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,13,1'31.012,91.012,18.582,26.062,22.239,24.129,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,14,1'31.041,91.041,18.603,26.06,22.225,24.153,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,15,1'31.080,91.08,18.586,26.083,22.246,24.165,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,16,1'31.302,91.302,18.582,26.215,22.318,24.187,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,17,1'31.539,91.539,18.733,26.238,22.344,24.224,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,18,1'31.256,91.256,18.627,26.139,22.202,24.288,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,19,1'31.228,91.228,18.576,26.111,22.375,24.166,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,20,1'31.633,91.633,18.789,26.169,22.408,24.267,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,21,1'32.121,92.121,18.741,26.541,22.45,24.389,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,22,1'32.415,92.415,18.735,26.648,22.493,24.539,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,23,1'32.136,92.136,18.765,26.419,22.574,24.378,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,24,1'32.956,92.956,19.099,26.576,22.676,24.605,319.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,25,1'33.431,93.431,19.228,26.813,22.746,24.644,314.8
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,37,Pedro ACOSTA,Red Bull KTM Factory Racing,Ktm,Soft,Medium,26,1'33.723,93.723,19.319,27.196,22.729,24.479,305
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,1,1'32.262,92.262,19.888,26.196,22.23,23.948,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,2,1'30.970,90.97,18.611,26.11,22.221,24.028,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,3,1'30.627,90.627,18.58,25.987,22.1,23.96,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,4,1'30.788,90.788,18.61,26.05,22.097,24.031,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,5,1'30.689,90.689,18.549,25.992,22.076,24.072,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,6,1'30.647,90.647,18.457,25.963,22.123,24.104,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,7,1'30.914,90.914,18.604,26.092,22.098,24.12,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,8,1'30.807,90.807,18.538,26.104,22.103,24.062,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,9,1'30.933,90.933,18.589,26.121,22.116,24.107,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,10,1'31.007,91.007,18.583,26.052,22.193,24.179,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,11,1'31.078,91.078,18.565,26.13,22.247,24.136,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,12,1'31.023,91.023,18.509,26.115,22.174,24.225,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,13,1'31.336,91.336,18.575,26.234,22.235,24.292,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,14,1'31.422,91.422,18.615,26.295,22.251,24.261,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,15,1'31.607,91.607,18.644,26.375,22.236,24.352,329.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,16,1'31.381,91.381,18.554,26.249,22.192,24.386,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,17,1'31.495,91.495,18.598,26.311,22.242,24.344,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,18,1'31.557,91.557,18.629,26.309,22.239,24.38,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,19,1'31.826,91.826,18.609,26.436,22.367,24.414,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,20,1'32.248,92.248,18.779,26.465,22.534,24.47,326.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,21,1'32.314,92.314,18.817,26.521,22.492,24.484,327.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,22,1'32.449,92.449,18.89,26.596,22.485,24.478,328.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,23,1'33.184,93.184,18.865,27.105,22.624,24.59,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,24,1'33.517,93.517,19.098,27.121,22.653,24.645,321.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,25,1'34.178,94.178,19.379,27.388,22.653,24.758,315.7
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,25,Raul FERNANDEZ,Trackhouse MotoGP Team,Aprilia,Soft,Medium,26,1'35.270,95.27,19.814,27.425,22.852,25.179,301.6
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,1,1'32.900,92.9,19.934,26.358,22.471,24.137,320.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,2,1'31.455,91.455,18.733,26.06,22.468,24.194,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,3,1'30.933,90.933,18.513,26.035,22.306,24.079,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,4,1'30.713,90.713,18.352,26.089,22.246,24.026,338.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,5,1'30.890,90.89,18.575,26.032,22.243,24.04,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,6,1'30.884,90.884,18.562,26.097,22.18,24.045,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,7,1'31.148,91.148,18.574,26.147,22.278,24.149,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,8,1'31.069,91.069,18.554,26.056,22.243,24.216,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,9,1'31.253,91.253,18.64,26.108,22.236,24.269,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,10,1'32.057,92.057,18.683,26.582,22.4,24.392,334.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,11,1'31.414,91.414,18.502,26.182,22.517,24.213,325.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,12,1'31.565,91.565,18.494,26.155,22.391,24.525,326.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,13,1'31.414,91.414,18.566,26.278,22.308,24.262,337.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,14,1'31.299,91.299,18.547,26.167,22.372,24.213,336.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,15,1'31.190,91.19,18.516,26.184,22.307,24.183,337.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,16,1'31.480,91.48,18.515,26.251,22.401,24.313,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,17,1'31.436,91.436,18.56,26.267,22.338,24.271,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,18,1'31.824,91.824,18.646,26.402,22.386,24.39,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,19,1'32.118,92.118,18.667,26.33,22.655,24.466,335.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,20,1'32.310,92.31,18.727,26.46,22.557,24.566,332.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,21,1'32.266,92.266,18.769,26.434,22.654,24.409,333.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,22,1'32.607,92.607,18.88,26.468,22.711,24.548,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,23,1'32.680,92.68,18.876,26.514,22.74,24.55,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,24,1'32.726,92.726,18.854,26.57,22.718,24.584,330.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,25,1'34.156,94.156,19.274,27.054,22.943,24.885,324.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,89,Jorge MARTIN,Aprilia Racing,Aprilia,Soft,Medium,26,1'34.665,94.665,19.333,27.112,22.831,25.389,322.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,1,1'34.422,94.422,20.747,26.721,22.653,24.301,308.5
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,2,1'31.856,91.856,18.537,26.307,22.608,24.404,321.4
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,3,1'31.236,91.236,18.53,26.271,22.281,24.154,324.3
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,4,1'31.129,91.129,18.489,26.135,22.28,24.225,331.2
PT GRAND PRIX OF THAILAND,2026,RAC,Partly Cloudy,Dry,0.42,55,Chang International Circuit,4554,79,Ai OGURA,Trackhouse MotoGP Team,Aprilia,Soft,Medium,5,1'31.367,91.367,18.455,26.164,22.497,24.251,332.3
